company,position,question,answer
현대바이오랜드,해외영업,자기소개를 기술하여 주세요,"[누군가 해야 할 때 먼저 나서는 사람]

동아리에 회장을 할 사람이 없어서 군 입대도 미루고 동아리 회장직을 맡았습니다.
카페에서 매니저 업무를 했을 때 매장 관리부터 물건 발주, 신입 교육, 신메뉴 가격 책정까지 매장 업무 전반에 관여했습니다. 매장의 창립 멤버로서 본사에서 연수를 받았지만 업무를 할 수 있는 사람이 저 한 명뿐이라 오픈 초기 업무 부담이 컸습니다. 이를 해결하고자 공부할 때 만든 업무 매뉴얼을 손그림과 함께 재정리해서 공유했습니다. 이 때 직접 만든 음료 제조 공식을 바탕으로 신입 교육 기간을 40% 단축할 수 있었습니다. 창고 정리를 할 때 효율적인 업무를 위해 자주 쓰는 품목을 가슴높이로, 가끔 쓰는 물품은 멀리 두도록 배치를 바꿨습니다. 덕분에 시즌 프로모션 메뉴에 맞춰 유기적으로 발주량을 조절하는 등 다른 업무 영역에서도 문제가 없도록 조율할 수 있었습니다.
해외영업은 회사의 대표하는 상품을 판매하는 직무이기 때문에 마케팅, 가격조정, 물건의 특성까지 골고루 파악하고 각 부서와 조율하는 직무입니다. 판매 담당자로서 모든 이슈에 발 벗고 나서 상황을 파악하고 대처해야합니다. 카페 매니저로서 매장 내 업무를 모두 파악하고 매뉴얼을 다시 썼듯이 상품을 파악하고 일정 차질 없이 대처하는 영업사원이 되겠습니다."
현대바이오랜드,해외영업,지원동기 및 회사기여 어떻게 기여할 것인가에 대해 기술하여 주세요,"제가 할 수 있는 일로 세상을 나은 방향으로 바꿔보고 싶습니다.
의학기술이 발전하면서 치매, 당뇨 등 과거에는 생각지도 못 했던 병들이 늘어나고 있습니다. 이들의 공통점 다치는 것이 아니라 신체 기능 일부가 병들고 망가진다는 점입니다. 이런 문제점을 근본부터 해결하고 대체할 수 있는 의학 기술 역시 중요도가 커지고 있습니다. 평균수명이 늘어난 만큼 노후 건강의 중요성 역시 커질 것입니다. 이와 함께 늙고 나서도 아름다움을 유지하기 위한 미용에 관한 관심 역시 같이 커지고 있습니다. 재생 의료와 미용의 결합은 앞으로 한 줄기가 되어 미용 업계의 주류가 될 것이라 생각했습니다.
현대바이오랜드는 화장품과 건강기능성 식품 원재료를 생산하는 회사입니다. 동시에 이를 바탕으로 ODM까지도 사업을 확장하며 골재생, 줄기세포 재생 등 응용분야까지 원천기술 개발에 힘을 쓰고 있는 회사입니다. 미용, 의약품 시장에서 ‘착한 소비’가 트랜드가 대두되면서 친환경 천연 소재를 활용한 신제품 수요가 커지고 있습니다. 현대바이오랜드는 이런 혼란스러운 시기에 원재료와 완제품 모두를 아우를 수 있는 가장 경쟁력 있는 회사라고 생각해서 지원했습니다.

전시 박람회에서 누가 들어도 알기 쉬운 설명으로 클라이언트를 설득하는 영업사원이 되겠습니다.
의료기기 영업 통역 준비를 했던 경험이 있습니다. 클라이언트의 사정으로 통역은 무산됐지만 이를 영업하는 과정을 직접 눈으로 보고 배울 수 있는 기회였습니다. 이 때 복잡하고 어려운 전문용어를 쓰기보다 쉽고 당연한 사실들을 조합해서 자사 제품을 홍보하는 점이 인상 깊었습니다. 설명이 간단하니 몰입하기 쉬워 통역 준비를 하는 저도 제품을 매력을 느꼈습니다.
현대바이오랜드가 참가하는 박람회에서 먼저 다가가서 쉽고 간단한 설명으로 클라이언트를 설득하는 영업사원이 되겠습니다."
현대바이오랜드,해외영업,지원자의 직무수행 역량에 있어 강점과 약점은 무엇입니까?,"[한 번 더 확인하는 소통능력]

해외영업은 회사의 모든 사람들이 만든 결과물로 성과를 가져오는 사람입니다. 회사를 대표해서 물건을 판매하기 때문에 판매과정에서 계약, 요구조건, 판촉물 내용 등 작은 변동사항 하나도 타 부서와 상의해야합니다. 해외영업 직군은 말을 옮기고 조율해야 하기 때문에 누구보다도 적확한 커뮤니케이션 능력이 요구됩니다.
동아리 회장을 하면서 소통이란 “나와 상대방의 인식을 통일시켜나가는 과정”이라는 사실을 배웠습니다. 나에게 당연한 사실이 남에게는 당연하지 않을 수 있습니다. 집단 내에서 문제는 대개 이런 사소한 오해가 쌓여 발생했습니다.
자퇴 고민 상담을 하던 동아리 임원진 친구를 대신할 대타를 조용히 뽑았던 적이 있습니다. 개인적인 사유다보니 친구를 배려해서 집행부 내 회의를 건너뛴 채 조용히 뽑았지만 결국 임원진 친구가 학교를 계속 다니면서 독단에 대한 사과문을 작성했습니다.
동아리 창립제를 준비할 때 강당 대여증을 두고 와서 준비가 2시간이나 지체됐습니다. 이 때 제사음식 준비, 건물 표시지 부착 등 구체적인 내용을 공유하며 미리 준비를 한 덕분에 구성원 모두가 어떤 일을 해야하는지 인지하고 있는 상태였습니다. 덕분에 제가 자리를 비운 동안에도 창립제 준비를 미리 이어나갈 수 있었고 제시간에 행사를 시작할 수 있었습니다.

제 단점은 꼼꼼하지 못 한 점입니다.
초등학생 때 학교에 우산이나 가방을 놓고 오는 등 하나씩 실수를 한 경험이 있습니다. 그래서 평소 노트를 들고 다니면서 체크하거나 짐 개수를 의식하고 떠나기 전에 한 번 더 확인하고 있습니다. 스스로의 단점을 알고 이를 의식하며 생활하고 있기에 남들이 지나칠 수도 있는 부분을 한 번 더 확인하며 장점으로 승화시키고자 노력하고 있습니다."
현대바이오랜드,해외영업,열정적인 도전으로 성취감을 느꼈거나 또는 실패를 경험하여 극복한 사례는 무엇입니까?,"[꾸준한 사람]

5년간의 도전 끝에 전국 대학생 일본어 번역대회에서 최우수상(1등)을 수상했습니다. 첫 2년동안은 입상조차 하지 못 했습니다. 공부를 해서 대비하기에는 문화, 사회, 역사 등 분야를 가리지 않고 나오는 지문 때문에 한계가 있다고 느껴졌습니다. 그래서 목표를 바꾸기로 했습니다. 모든 걸 완벽하게 해내기보다는 시간 안에 모든 문제를 다 푸는 걸 목표로 했습니다. 적어도 할 수 있는데 하지 못 했다는 아쉬움만은 남기고 싶지 않았습니다.
어려운 단어를 쓰기보다는 기초를 키워서 아는 내용을 보다 자연스럽게 쓸 수 있도록 일본어에 익숙해지고자 노력했습니다. 그래서 군대에서 원서를 손으로 번역하며 매일 조금이라도 일본어를 보려고 했습니다. 전역 후에는 매일 야후 재팬에서 뉴스기사를 읽었습니다. 2년에 걸쳐 쌓은 기본기 덕분에 전역 후에 곧바로 최우수상(1등)을 수상할 수 있었습니다. 뿐만 아니라 N1 만점, JPT955점을 취득하고 비공식 OPI일본어 시험에서 최고등급을 2번 받는 등 어학적인 면에서도 자신감을 얻었습니다.
해외영업은 해외까지 자사를 알리고 신용을 얻어야 비로소 출발선에 설 수 있습니다. 때문에 거래를 성사시키기까지 많은 노력이 필요합니다. 대회에서 수상하기 위해 2년간 꾸준히 노력했던 경험을 바탕으로 현대바이오랜드에서 성공을 위해 계속 부딪치고 도전하는 영업사원이 되겠습니다.

국제무역사 자격증을 준비하면서 어려움을 겪었습니다. 아무런 지식도 없는 상태에서 독학하면서 수입면세금액과 여행자면세금액을 구분하지 못 하는 등 어려운 점을 마주하기도 했습니다. 혼자서 이를 해결하기에는 인터넷에 잘못된 정보가 많아 공부하기 어려웠습니다.
잘못된 정보 속에서 정확한 정보를 얻기 위해 모르는 부분을 정확히 찾아내서 세세하게 질문하는 방식으로 방법을 바꿨습니다. 덕분에 관세사의 답변을 받아 이를 바탕으로 공부하며 2개월 만에 국제무역사, 무역영어 1급 자격증을 취득할 수 있었습니다.
타인의 도움을 받는 것도 좋지만 우선은 제가 능동적으로 나서서 공부했을 때 더 기억에 남는 가치를 얻을 수 있다고 느꼈습니다."
현대바이오랜드,해외영업,입사 후 포부에 대해 기술하여 주세요,"일본 내 천연소재 슬로 에이징 분야에서 선두에 서고 싶습니다.
2021년 이후로 면역력 강화, 수면 도움, 스트레스 완화를 키워드로 삼는 건강식품의 수요가 적게는 28%에서 많게는 50%까지 증가했습니다. 코로나와 더불어 일본 내 고령층이 늘어나면서 건강과 젊게 사는 것에 관심이 커지고 있습니다. 따라서 슬로에이징 화장품 수요 역시 앞으로 커질 것입니다. 이 때 바이오 셀룰로오스 등 천연 기능성 소재를 활용한 제품과 원재료를 일본에 공급하는데 기여하겠습니다.
전시회에 참가했을 때 타사 제품도 살펴보며 업계 동향을 살피고 부족한 지식을 보충하겠습니다. 이렇게 얻은 업계 동향을 정리해서 자사 ODM 개발에 아이디어를 제공하며 새로운 벨류체인 확대에 기여하겠습니다. 현재 현대바이오랜드는 천연 소재 발굴과 차세대 big item 개발을 위해 역량을 집중하고 있습니다, 개발 전까지 전시회를 통해 자사를 알리고 고객사 대응을 통해 신용을 얻겠습니다. 그리고 신규 제품이 나온다면 누구보다 빠르게 일본 시장에 공급할 수 있도록 인증절차를 준비하고 지금껏 거래해오던 고객사에 홍보하겠습니다.
동향분석, 전시회 준비, 고객사 대응 업무를 동시에 하다 보면 마감기한이 겹칠 수도 있습니다. 이 때 체크리스트를 운용하던 습관을 바탕으로 누락되는 일 없이 꼼꼼하게 업무를 처리하겠습니다. 이런 사소한 습관이 한결같은 거래를 만들고 한결같은 거래가 현대바이오랜드의 신용을 만들어 낼 것입니다."
현대코퍼레이션㈜,해외영업,"내세울 만한 장기가 있다면 어떤 것이 있으며, 그 분야에서 최고가 되기 위한 자기개발 노력에 대해 기술하여 주십시오.","""악바리 근성""
무언가에 꽂히면 끝을 봐야 직성이 풀리는 편입니다. 이러한 '악바리 근성'을 바탕으로, 무역인으로 성장할 수 있었습니다.
대학생 때, 다양한 진로를 찾기 위해 청강했던 '무역학 원론' 수업을 통해서 무역에 흥미를 갖기 시작했습니다. 그 이후로 전문적으로 배워보고 싶은 열의가 생겼고, 316시간의 국제 물류업 실무 교육을 수강하며 공부했습니다. 24명의 업계 현직자로부터 해상 수출입 교육을 이수하였고, 실무에서 빈번히 발생하는 이슈와 그에 대한 해결 방법 등을 들으며 무역 실무에 대한 전반적인 흐름을 파악하며 전문성을 쌓을 수 있었습니다. 이러한 노력 끝에, 현재 월 50건 이상의 수출입을 맡는 담당자가 될 수 있었습니다.
이처럼 현재에 안주하지 않고, 역량을 키워내 감으로써 준비된 인재가 되는 것을 목표로 하고 있습니다. 일류기업을 향해 나아가는 현대코퍼레이션의 포부와 비전에 맞게, 향후에도 회사와 함께 성장하고 경쟁력 있는 인재가 되겠습니다."
현대코퍼레이션㈜,해외영업,일이 예상대로 진행되지 않았던 경험과 그 상황을 해결하기 위해 본인이 취했던 원칙과 행동에 대해 기술하여 주십시오.,"위기에 처할 때, 회피하기보다는 책임을 다해 극복하고자 하는 편이며 다음과 같은 사례로 증명합니다.
입사 9개월 차에, 팀장님의 갑작스러운 퇴사로 부서의 혼란이 생기며 위기가 발생했습니다. 고작 1주일 이내에 업무를 인수인계받아야 했으나, 팀장님의 기존 20개 업체의 모든 업무를 직원들이 각자 바로 담당하기에는 무리였습니다. 결국, 업무 공백으로 팀 실적이 크게 떨어질 상황에 놓였습니다. 이러한 상황에서, 업무 분장 회의를 진행했습니다. 팀원들이 가중된 업무량으로 힘들어할 것을 고려하여, 자진해서 많은 몫을 담당하겠다고 자원했습니다. 영업 업무 이외에, 업무 직원의 몫인 고객 CS 및 전반적인 수출입까지 직접 병행하겠다고 협조했습니다. 이러한 태도를 먼저 나타내자, 모두가 서로 희생하려고 나서는 고무적인 분위기가 만들어졌습니다. 과업으로 인해 야근하는 날이 잦았지만, 그 덕분에 모두가 업무에 점차 적응하게 되었습니다. 결국, 실적도 유지되며 위기를 극복했습니다."
현대코퍼레이션㈜,해외영업,자신이 속한 단체에서 타인과의 갈등이 생겼던 경험과 그 문제를 극복하기 위한 경험에 대해 기술하여 주십시오.,"신입 후배 직원에게 업무 인수인계를 하며 발생했던 갈등을, 대화를 통해 서로의 입장을 이해하며 해결한 경험이 있습니다.
입사 1년 차에, 신입 후배 직원이 팀에 합류하게 되었습니다. 초기에는, 처음으로 후배가 생겼다는 사실에 기쁜 마음으로 열정을 다하여 저의 업무에 대한 인수인계를 수행했습니다. 하지만, 1주일이 넘는 인수인계에도 불구하고, 후배 직원은 거듭된 실수와 까먹기를 반복할 뿐이었습니다. 저 역시 점차 지치게 되었고, 후배에 대해 관심과 기대가 점점 식어갔습니다. 상황 해결을 위해, 대화를 통해 서로에 대한 입장을 이해하려 노력했습니다. 후배 직원은 설명을 들을 때는 이해가 되었으나, 혼자서 하면 긴장한 탓에 업무처리 방법을 잊어버렸다는 입장이었습니다. 이를 듣고, 기존보다 간결한 내용으로 인수인계서를 수정하여 전달해 주었고, 출근하면 그날의 To-do-list 작성해 볼 것을 권했습니다. 이후에, 후배 직원은 점차 업무에 적응해 나가며 문제가 해결되었습니다."
현대코퍼레이션㈜,해외영업,본인이 성공적으로 수행했던 프로젝트/과제 또는 본인에게 큰 영향을 미친 활동/경험을 지원직무와 연결하여 기술하여 주십시오.,"제 무기인 분석과 끈기를 통해, 3건의 신규 계약과 $18,000의 월 실적을 달성 경험이 있습니다.
당시에, '팀 실적 증진', '영업적인 역량의 성장'이라는 2가지 목표를 위해 신규 거래처 개척에 도전했습니다. 초기에는 영업 경험과
물류 현황 분석의 미흡함으로 인해 거절만 당하며 실거래 성사에 실패했습니다. 이를 극복하고자, 분석력과 고객 맞춤형 영업 역량을 키웠습니다. 먼저, 사내의 DB를 활용하여 업체를 분류했고, 주력 제품의 이해도를 높였습니다. 또한, 지역별 운임 현황 및 체선 상황을 분석하여 물류 전문성을 높였습니다. 이를 바탕으로, 미팅 시 고객에게 마켓 대비 저렴한 견적을 제시하고, 선복 보장 및 부가적인
물류 서비스를 제안하며 경쟁력을 어필했습니다. 이후에도 지속해서 컨택하여 담당자와의 유대 관계 형성을 위해 노력했고, 점차 고객의 신뢰를 받게 되었습니다. 결국, 매월 정기적인 60TEU의 알루미늄 수출 계약을 따내며 목표를 달성할 수 있었습니다."
효성,해외영업,자유 형식 자기소개서,"보고있는 합격자소서 참고해서 내 자소서 작성하기
마음에 드는 문장을 스크랩 할 수 있어요!
최고 품질의 상품들을 지금보다 더 많은 소비자들이 여러 유통 채널에서 더욱 폭 넓고 쉽게...
1. 지원 직무 관련 자신이 갖춘 역량에 대하여 구체적으로 기술하여 주십시오 (최대 1,000자 입력가능)
[꼼꼼한 업무처리능력과 문제해결능력]
다양한 프로젝트들을 수행하면서 해외영업 직무에 필요한 문제해결 능력과 꼼꼼한 업무처리 역량을 개발시켜왔습니다. 제품 수출 시에 문제가 발생할 경우 이를 즉각적으로 처리하지 못한다면 바이어는 원하는 때에 제품을 받지 못할 것이고 이는 곧 고객 이탈로 이어질 수 있습니다. 이러한 상황이 발생하지 않도록 문제상황을 신속히 해결하는 문제해결능력이 필요한 역량 첫 번째라 생각합니다.
한 마케팅 프로젝트에서 커뮤니케이션 능력을 활용해 문제상황을 해결한 경험이 있습니다. 당시, 과도한 과제량으로 팀원들이 예민해졌고 회의 분위기가 차가워지면서 회의 효율이 떨어졌습니다. 저는 각 팀원들과 일대일로 대화하는 시간을 마련해 그들의 불편한 점을 경청하고 개선하고자 했습니다. 그 후로 회의 분위기가 나아졌고 회의 효율이 개선되었습니다.
두 번째는 꼼꼼함입니다. 일을 처리할 때 꼼꼼히 확인하여 문제를 예방한다면 사소한 부분에서도 고객을 만족시키며 더 큰 성장을 가능하게 할 것입니다. 저는 다양한 마케팅 프로젝트를 진행하면서 모든 과정을 완벽하게 수행할 수 있도록 꼼꼼하게 일을 처리했습니다. 시장분석, 고객선정, 마케팅 방안 기획 등 전반적인 과정에 거쳐 사소한 것에도 신경쓰고 꼼꼼하게 분석했습니다.
[해외시장 분석 경험]
일본, 말레이시아, 스페인 등 10개 국의 나라를 여행하면서 다양한 나라의 문화를 직접 경험함으로써 다른 문화의 사람들과 소통하고 그들의 문화를 이해하는 능력을 기를 수 있었습니다.
해외영업은 서로 다른 국가가 수출입을 통해 소통하는 일이라고 생각합니다. 다른 문화적 배경을 가진 고객과 소통하기 위해서는 그들의 사회문화적 배경에 대한 이해를 통한 맞춤형 전략 기획이 필요하다고 생각합니다. 해외를 갈 때마다 그 나라의 현지인들이 많은 장소를 방문해 현지인들과 소통하면서 현지문화를 체험했습니다. 이런 제 경험을 활용해 효성의 제품을 해당 나라의 문화에 맞게 차별화된 가치를 제공함으로써 회사의 수익 창출에 기여하겠습니다."
효성티앤씨㈜,해외영업,"지원 직무 관련 자신이 갖춘 역량에 대하여 구체적으로 기술하여 주십시오(최대 1,000자 입력가능)","효성그룹에서 해외영업 직무를 수행하기 위해 제가 갖춘 2가지 역량은, '전문성, 성취력'입니다.
""전문성 = 316시간 + 1260건""
해외영업에 필요한 무역 지식의 전문성을 키우기 위해 316시간 이상을 준비했습니다.
한국국제물류협회에서 주관하는 'KIFFA 국제 물류 아카데미'를 수강하여 24명의 국제 물류업 현직자로부터 해상 수출입 관련 교육을 이수하여, 실무에서 빈번히 발생하는 이슈와 그에 대한 해결 방법, 업무 프로세스를 들으며 현장 이해도를 쌓았습니다. 또한, 포워딩 회사에서 19개월간 근무하면서 실전 경험을 쌓았습니다. 총 1260건의 해상 화물 수출입을 핸들링했고, 50명 이상의 고객과 메일, 통화를 통해 직접 컨택하며 BOOKING부터 운송까지 모든 과정을 진행했습니다. 매 건의 과정을 진행하기 위해 해외 파트너, 선사, 운송사, 관세사와 컨택하는 것은 필수였습니다. 해당 관계자들과 소통하며 적절한 BUYING RATES를 받아내기 위한 NEGO 과정에서, 다양한 이해관계자들과 좋은 관계를 맺는 것과 조율의 중요성을 배웠습니다.
""성취력 - 11,000달러""
분석과 끈기를 통한 B2B 영업을 통해, 신규 고객으로부터 계약을 따냈고 총 11,000달러의 월 실적을 달성해 낸 경험이 있습니다.
기존의 거래처를 관리하는 것도 중요했지만, 영업사원으로서 나만의 거래처를 만들겠다는 일념으로 '신규 거래처 발굴'이라는 목표를 세웠습니다. 먼저, 회사 내의 DB를 활용하여, 철강, 섬유 등과 같이 거래했던 업체를 산업별로 분류했고, 해당 테마별 제품의 특성을 조사하며 산업에 대한 이해도를 쌓았습니다. 이후, 미팅 시 업체의 담당자에게 신뢰를 얻는 데 성공할 수 있었고, '글로벌 공급망 병목현상으로 인한 해상운임의 전망'과 같은 물류 관련 이슈를 안내하며 전문성을 어필했습니다. 미팅이 끝난 후에도 지속해서 컨택하여 담당자와 관계를 이어 나가고자 노력했고, 결국 미주 및 유럽 향으로 20 'FT 30대 알루미늄 수출계약을 따낼 수 있었습니다."
KB 국민은행,AI데이터분석,KB국민은행 2025년 동계 체험형 인턴십 해당부문에 지원한 동기가 무엇인지 기술해 주십시오.,"[하나의 발전은 10의 실행, 100의 노력으로 완성된다]

저는 '1의 발전은 10의 실행, 100의 노력으로 완성된다'는 신념을 가지고 있습니다. 모든 시도가 성과로 바로 연결되지는 않았으나, 그 과정에서 얻은 경험을 통해 꾸준히 성장했습니다. 이러한 가치관은 KB국민은행의 '담대한 혁신' 비전과 일치한다고 느꼈고, 인턴으로 근무하며 기업과 더불어 개발자로서 같이 도전하며 성장하고 싶어서 지원하였습니다.

최근 국민은행은 신기술 및 신사업의 속도를 내기 위해 AI 거버넌스 구축을 진행하며 금융업의 디지털 전환을 가속화하고 있습니다. 또한 AI 포트폴리오 투자 서비스, AI 금융비서 등 금융과 디지털을 융합하며 고객 중심의 금융 혁신에 기여하고 있습니다.

국민은행의 AI 데이터 직무에서 인턴십 프로젝트를 수행하게 된다면, AI, 데이터 관련 연구 프로젝트를 수행하는 과정에서 모델 학습시, 데이터 피처 선정과 데이터 플로우 설계를 수행하며 최적의 모델 결과를 도출하겠습니다.

[다양한 시도로부터 도출된 성공 지표]

MSP 클라우드 회사에서 매도,매수가 예측 모델 업무 중, AWS에 대한 이해 부족과 데이터 노이즈가 많아 모델 정확도 도출에 어려움을 겪었습니다. 이를 해결하기 위해, 퇴근 후 공식 문서와 AWS 서밋의 MLOps 자료를 통해 이론을 실무 기술로 발전시켰습니다. 이를 바탕으로, S3에 적재한 데이터를 boto3을 이용해 SageMaker환경에서 분석하며, 데이터의 20% 결측치를 K-NN 알고리즘으로 보완하여 시간 순차성을 구축했습니다. 이후, Prophet 모델을 활용하여 WAPE 0.12의 성과를 달성하며 프로젝트를 성공적으로 마무리할 수 있었습니다.

이러한 경험을 토대로, AI 데이터 인턴 직무에서 다양한 가설을 시도해 보고, 경험을 통해 성장하며 AI 연구 프로젝트 최적의 결과를 도출하겠습니다. 궁극적으로, 국민은행의 AI 개발자로 입행하여 디지털 금융 전문가로 성장하겠습니다."
KB 국민은행,AI데이터분석,지원한 부문에서 이루고자 하는 목표와 그것을 위해 어떤 노력을 하였는지 기술해 주십시오.,"[금융과 디지털 기술의 상생을 추구하는 전문가]

저는 금융과 디지털 기술의 조화를 통해 고객과 기업 모두에게 가치를 창출하는 전문가가 되는 것입니다. 당행의 인턴십을 수행하며 금융 디지털 전문가가 되기 위한 초석을 다지고 싶습니다. 고객 중심 서비스를 선사하는 KB 국민은행에서 AI를 활용한 맞춤형 금융 솔루션 방식과 고객과의 연결성을 배우고 싶습니다. 이를 통해 디지털 기술을 기반으로 금융 서비스를 구축할 수 있는 역량을 키우고 싶습니다.

이를 위해 저는 금융, 클라우드, AI 도메인 분야에서 3번의 인턴 실습과 학부 연구생, AI 부트캠프를 통해 데이터와 기술의 융합 능력을 지속적으로 키워왔습니다. 이를 바탕으로, 졸업 프로젝트에서는 공공 데이터 API를 활용해 '서울 지역 인구와 트렌드'를 분석하는 프로젝트를 개발하며 데이터 수집, 처리, 예측 모델링을 수행했습니다.

EC2 인스턴스에서 nohup으로 백그라운드 프로세스를 지정해 2달간 시계열 데이터를 생성했습니다. 이 후, smtplib으로 모니터링을 진행하여 데이터 무결성 확보와 자동화 시스템의 안정성을 높였습니다. S3에 적재된 인구 데이터를 사용하여 Prophet 모델로 인구 동향을 92%의 정확도로 예측했으며, RDS에 저장된 리뷰 데이터를 Konlpy로 분석을 진행하고 지역별 키워드를 워드클라우드로 시각화하여 실시간 트렌드 서비스를 구현했습니다.

데이터 기반 인사이트를 서비스로 전환하는 과정에서 안정성과 신뢰성의 중요성을 배웠습니다. 특히, 자동화 시스템을 구축하고 유지보수 과정을 향상한 경험은 안정적인 금융 시스템을 유지하는 데 있어 중요한 역량이 될 것이라 확신합니다. 이를 바탕으로, KB 국민은행 인턴십을 통해 AI를 활용한 고객 맞춤형 금융 서비스를 경험하며, 디지털 혁신을 이끄는 실무 인재로 성장하고 싶습니다. 이를 바탕으로 금융과 디지털 기술의 상생을 추구하는 전문가로 성장하겠습니다."
KB 국민은행,AI데이터분석,"본인이 읽었던 책 중에 가장 추천할 만한 책을 소개하고, 그 이유에 대해 기술해 주십시오.","[죽은 시인의 사회, Carpe Diem]

제가 가장 추천하고 싶은 책은 '죽은 시인의 사회'입니다. 이 책은 자유와 창의성, 그리고 개인의 목소리를 찾는 과정을 다룬 작품으로, 저에게 삶의 방향성과 태도에 대해 깊이 고민하게 해주었고, 삶을 주도적으로 살아가는 자세의 중요성을 일깨워주었습니다. 키팅 선생님의 'Carpe Diem(현재를 잡아라)'이라는 가르침은 단순히 문학적인 울림을 넘어, 제가 목표를 세우고 실행에 옮길 때 반드시 기억해야 할 신념으로 자리 잡았습니다.

책을 읽으며 제가 기존에 가졌던 안전한 선택과 틀에 박힌 사고방식에 대해 다시금 생각하게 되었습니다. 이를 바탕으로, 학업과 업무에서 새로운 도전에 주저하지 않고, 배움과 성장을 위해 최선을 다하려 노력하게 되었습니다. 학부 시절부터 운영한 개인 블로그는 'Carpe Diem'의 대표적 사례입니다. 250개 이상의 게시물을 작성하며 2만 명 이상의 방문자와 함께 데이터 분석, AI, CS, Cloud 등 학업과 실무에서 배운 내용을 기록하고 공유했습니다. 이러한 과정은 단순한 지식 전달을 넘어 제 스스로 배우고 성장하며, 새로운 도전 과제를 찾아내는 계기가 되었습니다.

이를 바탕으로, AI 학회, 학부 연구생 등 주도적으로 학습을 도모하며 디지털 역량을 발전시켰습니다. AI 학회 활동을 수행하며 SOTA 논문 리뷰를 통해 Transformer, ViT 등 이론을 공부하고, 최신 기술이 어떻게 실제 문제에 적용되는지를 탐구했습니다. 이를 바탕으로, CV 스타트업과 산학협력 연구를 진행하며, Yolov5 모델의 객체 탐지를 이용하여 쓰레기를 탐지하는 학술 논문을 발표하였습니다. 연구를 진행하는 과정 중에서, 이미지 라벨링과 증강 기법을 통해 모델 성능을 최적화하며, 실질적인 문제 해결을 위한 AI 기술의 적용 가능성을 체감했습니다.

책의 교훈을 바탕으로, 국민은행에서도 끊임없이 도전하며 배움을 멈추지 않는 개발자로 성장하겠습니다."
KB 국민은행,AI데이터분석,"나와 대다수의 의견이 다른 경우, 본인이 대처했던 경험과 그로부터 얻은 교훈이 있다면 기술해 주십시오.","[직무 간 경계를 허물다: 혁신을 향한 협업]

타 은행 인턴 당시, 조장을 맡아 8명의 조원과 함께 혁신기업을 발굴하는 '창공' 프로젝트를 수행했습니다. 보고서 기획 초기, 전공과 업무의 차이에서 비롯된 사고방식 차이로 인해 기술적인 접근과 비즈니스 중심의 접근을 주장하는 조원들 사이의 의견 충돌이 발생하며, 보고서 작성 방향이 모호해지는 문제가 발생했습니다. 이를 해결하고자 저는 팀원 간 의사소통의 기반을 마련하고, 각자의 역량과 관점을 융합할 수 있는 방안을 고민했습니다

먼저, 의사소통 환경을 개선하기 위해 Notion을 활용한 공유 문서와 KPT 회고를 도입했습니다. 일일 회의에서 각자의 의견을 기록하고, 개선점과 주요 포인트를 분석하며 팀 소통의 공백을 메워나갔습니다. 이를 통해 각자의 강점과 개선점에 대한 팀원의 이해도가 높아졌고, 협업의 방향성을 하나로 모을 수 있었습니다. 이후, 각자의 전공 및 역량에 맞게 역할을 세분화하여 업무를 분담했습니다.

이를 기반으로, 공학적 사고를 가진 조원은 디지털 서비스 개선안과 UI/UX 개선안을 발굴했으며, 비즈니스 사고를 가진 조원은 SWOT 분석과 시장 진입 전략, ESG 경영 전략을 반영하여 보고서를 완성했습니다. 결과적으로, 하나의 목표를 향해 각자의 강점을 발휘한 협업은 보고서의 완성도를 높였고, 저를 포함한 대다수의 조원이 우수 인턴으로 선정되는 성과를 거뒀습니다.

이 경험을 통해, 가치 있는 협업을 위해서는 팀원 간 의도를 명확히 이해하고 공통된 목표를 설정하는 것이 중요하다는 것을 배웠습니다. 또한, 각자의 차이를 단점이 아닌 장점으로 융합할 때 시너지가 발휘된다는 점을 깨달았습니다. 인턴십 프로젝트의 직무연수와 프로젝트를 수행하는 과정에서, 의사소통을 통해 팀원 간 요구 사항과 강점을 명확히 파악하여 가설검증부터 모델 설계를 추진하여 AI 모델 및 분석 활용도를 극대화하겠습니다."
LG CNS,AI데이터분석,LG CNS에 지원한 동기와 입사 이후 꿈꾸는 것은 무엇인가요?,"화학공학과에 진학하였지만, 4차 산업 혁명과 연관된 진로를 가지고 싶어 주도적으로 2가지 역량을 길렀습니다.
첫째로 ‘머신러닝과 딥러닝’, ‘빅데이터와 인공지능을 활용한 시스템 강건 설계’를 수강하며 화학공학과이지만 데이터 분석 역량을 쌓기 위해 노력했습니다. 이 과정에서 파이썬을 통한 프로그래밍 능력을 조금이나마 갖게 되었고, 많은 노력을 통해 두 과목에서 모두 A+ 학점을 받을 수 있었습니다.
두 번째로 OOOO에서 현장실습을 하며 공장 에너지관리시스템에 대해 지식을 쌓았습니다. LG CNS와 함께 인천산업단지 스마트 공장화 프로젝트를 진행하는 OOOO에서 클라우드를 활용한 모니터링 시스템 구축 프로젝트에 함께 참여하며 클라우드 시스템과 스마트팩토리 구축 시스템에 관심을 가지게 되었습니다.
입사 이후 4차 산업혁명과 가장 밀접한 LG CNS에서 적합한 인재가 되기 위해 주도적으로 노력해가며, IT시스템을 활용한 효율적인 작업 도구를 제공할 수 있는 역량을 갖추고 싶습니다."
